4,1,2,1,2,4,6,6,1,5,1,6,1,3,5,7,1,3,5,2,7,5,1
1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,8,8,8
1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,8,8,8
6,3,4,3,4,5,8,7,3,7,3,8,2,5,7,8,3,5,6,4,8,7,3
2.8118251957287743e-8,1.250541797702522e-7,1.8536535130983806e-24,3.1338617066469886e-10,1.4367161736784783e-7,7.236378194813332e-24,1.7072282177585307e-8,2.491221227301095e-7,3.410703181544674e-24,2.110456687464786e-8,1.2677607493902316e-7,5.9474783077184544e-24,5.372097171059783e-8,2.1395396535920208e-9,6.433450436303663e-24,8.199866989572782e-8,2.0202867222170005e-8,5.0761919366296566e-24,1.4643288244830309e-7,6.068435430223292e-24,1.1815867936586144e-7,1.3597354364763018e-7,4.840297196548047e-25
2.8118251957287743e-8,1.250541797702522e-7,1.8536535130983806e-24,3.1338617066469886e-10,1.4367161736784783e-7,7.236378194813332e-24,1.7072282177585307e-8,2.491221227301095e-7,3.410703181544674e-24,2.110456687464786e-8,1.2677607493902316e-7,5.9474783077184544e-24,5.372097171059783e-8,2.1395396535920208e-9,6.433450436303663e-24,8.199866989572782e-8,2.0202867222170005e-8,5.0761919366296566e-24,1.4643288244830309e-7,6.068435430223292e-24,1.1815867936586144e-7,1.3597354364763018e-7,4.840297196548047e-25
