7,1,2,1,6,3,5,4,1,4,7,1,2,2,5,1,1,3,3,3,2,6,5,1
1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5
1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5
8,3,4,2,8,5,7,6,3,6,8,3,3,4,7,3,2,5,4,5,4,8,7,2
1.5775287199301792e-7,1.1650869941185215e-7,3.230480716970712e-9,5.893262949886938e-9,4.899659758717993e-8,5.643880412226651e-8,8.125262855712059e-8,4.736274002419217e-9,8.930696868404791e-9,2.8761407196668824e-8,3.002696840210391e-8,1.560890915887322e-9,3.0901638461292327e-9,2.1657997897163986e-7,2.194391113565857e-8,1.2885349175964374e-7,1.0134016290868942e-9,1.660456255761255e-8,1.0354225680411453e-7,1.015137953210214e-7,3.826068830062961e-8,3.2042445945085956e-9,1.3111268392125692e-8,8.869262616938244e-8
1.5775287199301792e-7,1.1650869941185215e-7,3.230480716970712e-9,5.893262949886938e-9,4.899659758717993e-8,5.643880412226651e-8,8.125262855712059e-8,4.736274002419217e-9,8.930696868404791e-9,2.8761407196668824e-8,3.002696840210391e-8,1.560890915887322e-9,3.0901638461292327e-9,2.1657997897163986e-7,2.194391113565857e-8,1.2885349175964374e-7,1.0134016290868942e-9,1.660456255761255e-8,1.0354225680411453e-7,1.015137953210214e-7,3.826068830062961e-8,3.2042445945085956e-9,1.3111268392125692e-8,8.869262616938244e-8
