2,1,4,1,1,3,2,1,1,6
1,1,2,2,3,3,4,4,5,5
1,1,2,2,3,3,4,4,5,5
4,2,6,2,3,4,3,3,2,7
2.2017653280756566e-7,1.93348525503761e-7,6.271053492503036e-8,1.4198931067021027e-7,3.859188612015738e-9,9.626382718334886e-7,5.704765582302066e-9,3.5031995590217143e-7,3.3190231325784785e-8,5.996709115526494e-7
2.2017653280756566e-7,1.93348525503761e-7,6.271053492503036e-8,1.4198931067021027e-7,3.859188612015738e-9,9.626382718334886e-7,5.704765582302066e-9,3.5031995590217143e-7,3.3190231325784785e-8,5.996709115526494e-7
